datetime,city,latitude,longitude,pm2.5,pm10,no2,so2,co,o3,temp,humidity,AQI,AQI_Category,Risk_Level,asthma_risk_level
2025-02-18 20:00:00,Chennai,13.0827,80.2707,44.0,113.0,7.6,2.9,0.69,17.25,24.86,92.0,108.97315436241612,Moderate,High,High
2025-02-18 20:00:00,Delhi,28.6139,77.209,123.0,182.0,39.3,37.5,1.69,15.9,8.56,84.11,302.5348837209302,Very Poor,Severe,Severe
2025-02-18 20:00:00,Madurai,9.9252,78.1198,31.5,66.0,12.6,10.2,0.25,5.5,24.79,89.06,66.0,Satisfactory,Moderate,Moderate
2025-02-18 20:15:00,Chennai,13.0827,80.2707,44.0,113.0,4.9,3.4,0.7,16.68,24.86,92.0,108.97315436241612,Moderate,High,High
2025-02-18 20:15:00,Delhi,28.6139,77.209,97.0,182.0,43.2,37.8,1.6,16.1,8.56,84.11,221.48275862068965,Poor,Very High,Very High
2025-02-18 20:15:00,Madurai,9.9252,78.1198,31.5,66.0,13.1,10.2,0.25,5.5,24.79,89.06,66.0,Satisfactory,Moderate,Moderate
2025-02-18 20:30:00,Chennai,13.0827,80.2707,44.0,113.0,8.9,3.6,0.7,19.85,24.86,92.0,108.97315436241612,Moderate,High,High
2025-02-18 20:30:00,Delhi,28.6139,77.209,97.0,182.0,42.33,35.53,1.47,16.2,8.56,84.11,221.48275862068965,Poor,Very High,Very High
2025-02-18 20:30:00,Madurai,9.9252,78.1198,31.5,66.0,12.94,10.2,0.25,5.5,24.79,89.06,66.0,Satisfactory,Moderate,Moderate
2025-02-18 20:45:00,Chennai,13.0827,80.2707,44.0,113.0,7.3,3.6,0.7,17.33,24.86,92.0,108.97315436241612,Moderate,High,High
2025-02-18 20:45:00,Delhi,28.6139,77.209,97.0,182.0,41.47,33.27,1.33,15.2,8.56,84.11,221.48275862068965,Poor,Very High,Very High
2025-02-18 20:45:00,Madurai,9.9252,78.1198,31.58,66.17,12.55,10.2,0.25,5.5,24.79,89.06,66.17,Satisfactory,Moderate,Moderate
2025-02-18 21:00:00,Chennai,13.0827,80.2707,49.0,134.0,9.5,3.8,0.7,16.99,24.86,92.0,122.9261744966443,Moderate,High,High
2025-02-18 21:00:00,Delhi,28.6139,77.209,97.0,174.5,40.6,31.0,1.2,15.3,8.56,84.11,221.48275862068965,Poor,Very High,Very High
2025-02-18 21:00:00,Madurai,9.9252,78.1198,32.0,67.0,12.87,10.2,0.25,5.5,24.79,89.06,67.0,Satisfactory,Moderate,Moderate
2025-02-18 21:15:00,Chennai,13.0827,80.2707,49.0,134.0,8.5,3.1,0.71,17.88,24.86,92.0,122.9261744966443,Moderate,High,High
2025-02-18 21:15:00,Delhi,28.6139,77.209,88.0,167.0,39.0,32.1,1.29,17.0,8.56,84.11,193.17241379310343,Moderate,High,High
2025-02-18 21:15:00,Madurai,9.9252,78.1198,32.0,67.0,12.98,10.2,0.25,5.5,24.79,89.06,67.0,Satisfactory,Moderate,Moderate
2025-02-18 21:30:00,Chennai,13.0827,80.2707,49.0,134.0,8.5,3.5,0.7,18.37,24.86,92.0,122.9261744966443,Moderate,High,High
2025-02-18 21:30:00,Delhi,28.6139,77.209,88.0,167.0,52.8,31.9,1.2,16.0,8.56,84.11,193.17241379310343,Moderate,High,High
2025-02-18 21:30:00,Madurai,9.9252,78.1198,32.0,67.0,12.99,10.2,0.25,5.5,24.79,89.06,67.0,Satisfactory,Moderate,Moderate
2025-02-18 21:45:00,Chennai,13.0827,80.2707,49.0,134.0,11.4,4.4,0.71,18.19,24.86,92.0,122.9261744966443,Moderate,High,High
2025-02-18 21:45:00,Delhi,28.6139,77.209,88.0,167.0,52.3,31.2,1.2,16.1,8.56,84.11,193.17241379310343,Moderate,High,High
2025-02-18 21:45:00,Madurai,9.9252,78.1198,31.38,65.76,12.83,10.2,0.25,5.5,24.79,89.06,65.76,Satisfactory,Moderate,Moderate
2025-02-18 22:00:00,Chennai,13.0827,80.2707,50.0,122.0,9.3,4.6,0.73,17.58,24.86,92.0,114.95302013422818,Moderate,High,High
2025-02-18 22:00:00,Delhi,28.6139,77.209,88.0,181.0,52.8,32.0,1.26,16.4,8.56,84.11,193.17241379310343,Moderate,High,High
2025-02-18 22:00:00,Madurai,9.9252,78.1198,28.0,59.0,12.58,10.2,0.25,5.5,24.79,89.06,59.0,Satisfactory,Moderate,Moderate
2025-02-18 22:15:00,Delhi,28.6139,77.209,114.0,195.0,44.5,33.6,1.15,16.5,8.56,84.11,279.51724137931035,Poor,Very High,Very High
2025-02-18 22:15:00,Madurai,9.9252,78.1198,28.0,59.0,12.64,10.2,0.25,5.5,24.79,89.06,59.0,Satisfactory,Moderate,Moderate
2025-02-18 22:30:00,Chennai,13.0827,80.2707,50.0,122.0,12.5,5.4,0.8,16.17,24.86,92.0,114.95302013422818,Moderate,High,High
2025-02-18 22:30:00,Delhi,28.6139,77.209,114.0,195.0,49.0,31.9,0.84,14.2,8.56,84.11,279.51724137931035,Poor,Very High,Very High
2025-02-18 22:30:00,Madurai,9.9252,78.1198,28.0,59.0,12.53,10.2,0.25,5.5,24.79,89.06,59.0,Satisfactory,Moderate,Moderate
2025-02-18 22:45:00,Chennai,13.0827,80.2707,50.0,122.0,12.5,5.5,0.84,16.25,24.86,92.0,114.95302013422818,Moderate,High,High
2025-02-18 22:45:00,Delhi,28.6139,77.209,114.0,195.0,50.3,29.9,0.68,14.4,8.56,84.11,279.51724137931035,Poor,Very High,Very High
2025-02-18 22:45:00,Madurai,9.9252,78.1198,28.0,59.0,12.54,10.2,0.25,5.5,24.79,89.06,59.0,Satisfactory,Moderate,Moderate
2025-02-18 23:00:00,Chennai,13.0827,80.2707,66.33,180.5,14.0,6.3,0.85,15.76,24.86,92.0,153.82214765100673,Moderate,High,High
2025-02-18 23:00:00,Delhi,28.6139,77.209,114.0,163.5,42.8,28.2,0.64,14.5,8.56,84.11,279.51724137931035,Poor,Very High,Very High
2025-02-18 23:00:00,Madurai,9.9252,78.1198,28.0,59.0,12.57,10.2,0.25,5.5,24.79,89.06,59.0,Satisfactory,Moderate,Moderate
2025-02-18 23:15:00,Chennai,13.0827,80.2707,66.33,180.5,12.7,7.0,0.85,11.68,24.86,92.0,153.82214765100673,Moderate,High,High
2025-02-18 23:15:00,Delhi,28.6139,77.209,67.0,132.0,41.1,27.8,0.65,15.3,8.56,84.11,121.59731543624162,Moderate,High,High
2025-02-18 23:15:00,Madurai,9.9252,78.1198,28.0,59.0,12.59,10.2,0.25,5.5,24.79,89.06,59.0,Satisfactory,Moderate,Moderate
2025-02-18 23:30:00,Chennai,13.0827,80.2707,66.33,180.5,10.8,7.2,0.86,14.74,24.86,92.0,153.82214765100673,Moderate,High,High
2025-02-18 23:30:00,Delhi,28.6139,77.209,67.0,132.0,45.0,29.2,0.77,14.7,8.56,84.11,121.59731543624162,Moderate,High,High
2025-02-18 23:30:00,Madurai,9.9252,78.1198,28.0,59.0,12.61,10.2,0.25,5.5,24.79,89.06,59.0,Satisfactory,Moderate,Moderate
2025-02-18 23:45:00,Chennai,13.0827,80.2707,66.33,180.5,11.5,7.7,0.87,16.42,24.86,92.0,153.82214765100673,Moderate,High,High
2025-02-18 23:45:00,Delhi,28.6139,77.209,67.0,132.0,39.5,29.9,0.69,14.7,8.56,84.11,121.59731543624162,Moderate,High,High
2025-02-18 23:45:00,Madurai,9.9252,78.1198,27.93,58.86,12.9,10.2,0.25,5.5,24.79,89.06,58.86,Satisfactory,Moderate,Moderate
2025-02-19 00:00:00,Chennai,13.0827,80.2707,66.33,180.5,12.3,7.8,0.87,14.99,24.86,92.0,153.82214765100673,Moderate,High,High
2025-02-19 00:00:00,Delhi,28.6139,77.209,67.0,131.0,44.8,30.8,0.58,13.2,8.56,84.11,121.48275862068964,Moderate,High,High
2025-02-19 00:00:00,Madurai,9.9252,78.1198,27.5,58.0,13.02,10.2,0.25,5.5,24.79,89.06,58.0,Satisfactory,Moderate,Moderate
2025-02-19 00:15:00,Chennai,13.0827,80.2707,66.33,180.5,9.0,6.3,0.87,17.46,24.86,92.0,153.82214765100673,Moderate,High,High
2025-02-19 00:15:00,Delhi,28.6139,77.209,95.0,130.0,45.2,29.6,0.5,14.2,8.56,84.11,214.6551724137931,Poor,Very High,Very High
2025-02-19 00:15:00,Madurai,9.9252,78.1198,27.5,58.0,12.64,10.2,0.25,5.5,24.79,89.06,58.0,Satisfactory,Moderate,Moderate
2025-02-19 00:30:00,Chennai,13.0827,80.2707,66.33,180.5,9.6,4.7,0.88,18.35,24.86,92.0,153.82214765100673,Moderate,High,High
2025-02-19 00:30:00,Delhi,28.6139,77.209,95.0,130.0,43.1,30.3,0.54,15.2,8.56,84.11,214.6551724137931,Poor,Very High,Very High
2025-02-19 00:30:00,Madurai,9.9252,78.1198,27.5,58.0,12.62,10.2,0.25,5.5,24.79,89.06,58.0,Satisfactory,Moderate,Moderate
2025-02-19 00:45:00,Chennai,13.0827,80.2707,66.33,180.5,9.6,3.7,0.89,12.74,24.86,92.0,153.82214765100673,Moderate,High,High
2025-02-19 00:45:00,Delhi,28.6139,77.209,95.0,130.0,34.8,31.4,0.6,13.7,8.56,84.11,214.6551724137931,Poor,Very High,Very High
2025-02-19 00:45:00,Madurai,9.9252,78.1198,30.32,64.07,12.88,10.2,0.25,5.5,24.79,89.06,64.07,Satisfactory,Moderate,Moderate
2025-02-19 01:00:00,Chennai,13.0827,80.2707,66.33,136.0,9.9,4.1,0.9,15.76,24.86,92.0,124.255033557047,Moderate,High,High
2025-02-19 01:00:00,Delhi,28.6139,77.209,95.0,148.5,42.2,31.5,0.66,14.8,8.56,84.11,214.6551724137931,Poor,Very High,Very High
2025-02-19 01:00:00,Madurai,9.9252,78.1198,47.0,97.0,12.83,10.2,0.25,5.5,24.79,89.06,97.0,Satisfactory,Moderate,Moderate
2025-02-19 01:15:00,Chennai,13.0827,80.2707,66.33,136.0,10.2,3.8,0.89,17.64,24.86,92.0,124.255033557047,Moderate,High,High
2025-02-19 01:15:00,Delhi,28.6139,77.209,106.0,167.0,41.0,32.2,0.8,16.1,8.56,84.11,252.20689655172413,Poor,Very High,Very High
2025-02-19 01:15:00,Madurai,9.9252,78.1198,47.0,97.0,12.63,10.2,0.25,5.5,24.79,89.06,97.0,Satisfactory,Moderate,Moderate
2025-02-19 01:30:00,Chennai,13.0827,80.2707,66.33,136.0,11.8,3.6,0.86,19.8,24.86,92.0,124.255033557047,Moderate,High,High
2025-02-19 01:30:00,Delhi,28.6139,77.209,106.0,167.0,35.1,31.4,0.8,14.4,8.56,84.11,252.20689655172413,Poor,Very High,Very High
2025-02-19 01:30:00,Madurai,9.9252,78.1198,47.0,97.0,12.51,10.2,0.25,5.5,24.79,89.06,97.0,Satisfactory,Moderate,Moderate
2025-02-19 01:45:00,Chennai,13.0827,80.2707,66.33,136.0,13.9,3.9,0.88,17.56,24.86,92.0,124.255033557047,Moderate,High,High
2025-02-19 01:45:00,Delhi,28.6139,77.209,106.0,167.0,40.6,33.0,0.89,14.2,8.56,84.11,252.20689655172413,Poor,Very High,Very High
2025-02-19 01:45:00,Madurai,9.9252,78.1198,44.33,92.02,12.62,10.2,0.25,5.5,24.79,89.06,92.02,Satisfactory,Moderate,Moderate
2025-02-19 02:00:00,Chennai,13.0827,80.2707,66.33,179.0,12.8,3.9,0.88,15.41,24.86,92.0,152.8255033557047,Moderate,High,High
2025-02-19 02:00:00,Delhi,28.6139,77.209,106.0,174.5,61.0,32.9,1.1,13.0,8.56,84.11,252.20689655172413,Poor,Very High,Very High
2025-02-19 02:00:00,Madurai,9.9252,78.1198,31.0,65.0,12.51,10.2,0.25,5.5,24.79,89.06,65.0,Satisfactory,Moderate,Moderate
2025-02-19 02:15:00,Chennai,13.0827,80.2707,66.33,179.0,12.1,4.6,0.81,17.7,24.86,92.0,152.8255033557047,Moderate,High,High
2025-02-19 02:15:00,Delhi,28.6139,77.209,95.0,182.0,61.7,32.1,1.1,14.4,8.56,84.11,214.6551724137931,Poor,Very High,Very High
2025-02-19 02:15:00,Madurai,9.9252,78.1198,31.0,65.0,12.62,10.2,0.25,5.5,24.79,89.06,65.0,Satisfactory,Moderate,Moderate
2025-02-19 02:30:00,Chennai,13.0827,80.2707,66.33,179.0,12.2,5.3,0.82,18.03,24.86,92.0,152.8255033557047,Moderate,High,High
2025-02-19 02:30:00,Delhi,28.6139,77.209,95.0,182.0,59.5,32.5,0.95,16.4,8.56,84.11,214.6551724137931,Poor,Very High,Very High
2025-02-19 02:30:00,Madurai,9.9252,78.1198,31.0,65.0,12.55,10.2,0.25,5.5,24.79,89.06,65.0,Satisfactory,Moderate,Moderate
2025-02-19 02:45:00,Chennai,13.0827,80.2707,66.33,179.0,9.8,5.7,0.74,15.01,24.86,92.0,152.8255033557047,Moderate,High,High
2025-02-19 02:45:00,Delhi,28.6139,77.209,95.0,182.0,57.7,34.5,0.81,16.7,8.56,84.11,214.6551724137931,Poor,Very High,Very High
2025-02-19 02:45:00,Madurai,9.9252,78.1198,31.0,65.0,12.48,10.2,0.25,5.5,24.79,89.06,65.0,Satisfactory,Moderate,Moderate
2025-02-19 03:00:00,Chennai,13.0827,80.2707,66.33,180.5,9.9,5.9,0.78,13.43,24.86,92.0,153.82214765100673,Moderate,High,High
2025-02-19 03:00:00,Delhi,28.6139,77.209,95.0,210.0,51.2,31.8,0.53,16.1,8.56,84.11,214.6551724137931,Poor,Very High,Very High
2025-02-19 03:00:00,Madurai,9.9252,78.1198,31.0,65.0,12.67,10.2,0.25,5.5,24.79,89.06,65.0,Satisfactory,Moderate,Moderate
2025-02-19 03:15:00,Chennai,13.0827,80.2707,66.33,180.5,10.2,6.7,0.79,17.01,24.86,92.0,153.82214765100673,Moderate,High,High
2025-02-19 03:15:00,Delhi,28.6139,77.209,105.0,238.0,52.7,32.1,0.44,16.0,8.56,84.11,248.79310344827587,Poor,Very High,Very High
2025-02-19 03:15:00,Madurai,9.9252,78.1198,31.0,65.0,12.76,10.2,0.25,5.5,24.79,89.06,65.0,Satisfactory,Moderate,Moderate
2025-02-19 03:30:00,Chennai,13.0827,80.2707,66.33,180.5,9.7,6.2,0.81,15.68,24.86,92.0,153.82214765100673,Moderate,High,High
2025-02-19 03:30:00,Delhi,28.6139,77.209,105.0,238.0,64.6,31.0,0.5,15.6,8.56,84.11,248.79310344827587,Poor,Very High,Very High
2025-02-19 03:30:00,Madurai,9.9252,78.1198,31.0,65.0,12.69,10.2,0.25,5.5,24.79,89.06,65.0,Satisfactory,Moderate,Moderate
2025-02-19 03:45:00,Chennai,13.0827,80.2707,66.33,180.5,6.4,6.3,0.79,13.41,24.86,92.0,153.82214765100673,Moderate,High,High
2025-02-19 03:45:00,Delhi,28.6139,77.209,105.0,238.0,53.5,31.9,0.47,15.7,8.56,84.11,248.79310344827587,Poor,Very High,Very High
2025-02-19 03:45:00,Madurai,9.9252,78.1198,32.59,68.42,12.77,10.2,0.25,5.5,24.79,89.06,68.42,Satisfactory,Moderate,Moderate
2025-02-19 04:00:00,Chennai,13.0827,80.2707,53.0,128.0,4.5,6.3,0.79,14.09,24.86,92.0,118.93959731543625,Moderate,High,High
2025-02-19 04:00:00,Delhi,28.6139,77.209,105.0,217.5,49.9,34.5,0.45,15.7,8.56,84.11,248.79310344827587,Poor,Very High,Very High
2025-02-19 04:00:00,Madurai,9.9252,78.1198,42.0,87.0,12.82,10.2,0.25,5.5,24.79,89.06,87.0,Satisfactory,Moderate,Moderate
2025-02-19 04:15:00,Chennai,13.0827,80.2707,53.0,128.0,6.3,5.6,0.78,18.37,24.86,92.0,118.93959731543625,Moderate,High,High
2025-02-19 04:15:00,Delhi,28.6139,77.209,84.0,197.0,47.6,37.3,0.24,15.4,8.56,84.11,179.51724137931035,Moderate,High,High
2025-02-19 04:15:00,Madurai,9.9252,78.1198,42.0,87.0,12.63,10.2,0.25,5.5,24.79,89.06,87.0,Satisfactory,Moderate,Moderate
2025-02-19 04:30:00,Chennai,13.0827,80.2707,53.0,128.0,3.2,5.7,0.78,14.82,24.86,92.0,118.93959731543625,Moderate,High,High
2025-02-19 04:30:00,Delhi,28.6139,77.209,84.0,197.0,48.8,36.7,0.18,15.8,8.56,84.11,179.51724137931035,Moderate,High,High
2025-02-19 04:30:00,Madurai,9.9252,78.1198,47.5,107.5,7.92,10.2,0.52,10.16,24.79,89.06,105.31879194630872,Moderate,High,High
2025-02-19 04:45:00,Chennai,13.0827,80.2707,53.0,128.0,5.5,5.0,0.76,16.17,24.86,92.0,118.93959731543625,Moderate,High,High
2025-02-19 04:45:00,Delhi,28.6139,77.209,84.0,197.0,40.9,35.5,0.19,16.1,8.56,84.11,179.51724137931035,Moderate,High,High
2025-02-19 04:45:00,Madurai,9.9252,78.1198,53.0,128.0,12.76,10.2,0.25,5.5,24.79,89.06,118.93959731543625,Moderate,High,High
2025-02-19 05:00:00,Chennai,13.0827,80.2707,42.0,98.0,5.6,5.2,0.76,10.66,24.86,92.0,98.0,Satisfactory,Moderate,Moderate
2025-02-19 05:00:00,Delhi,28.6139,77.209,84.0,172.0,34.3,34.0,0.17,16.4,8.56,84.11,179.51724137931035,Moderate,High,High
2025-02-19 05:00:00,Madurai,9.9252,78.1198,51.5,106.0,12.63,10.2,0.25,5.5,24.79,89.06,104.32214765100672,Moderate,High,High
2025-02-19 05:15:00,Chennai,13.0827,80.2707,42.0,98.0,4.5,5.2,0.77,17.62,24.86,92.0,98.0,Satisfactory,Moderate,Moderate
2025-02-19 05:15:00,Delhi,28.6139,77.209,70.0,147.0,31.7,33.4,0.22,17.6,8.56,84.11,131.72413793103448,Moderate,High,High
2025-02-19 05:30:00,Delhi,28.6139,77.209,70.0,147.0,28.9,34.0,0.24,18.9,8.56,84.11,131.72413793103448,Moderate,High,High
2025-02-19 05:45:00,Delhi,28.6139,77.209,70.0,147.0,32.4,34.3,0.25,19.1,8.56,84.11,131.72413793103448,Moderate,High,High
2025-02-19 06:00:00,Delhi,28.6139,77.209,70.0,154.0,29.8,32.3,0.29,20.9,8.56,84.11,136.21476510067114,Moderate,High,High
2025-02-19 06:15:00,Delhi,28.6139,77.209,68.0,161.0,26.7,33.7,0.26,22.7,8.56,84.11,140.86577181208054,Moderate,High,High
2025-02-19 06:30:00,Delhi,28.6139,77.209,68.0,161.0,23.5,32.6,0.23,23.5,8.56,84.11,140.86577181208054,Moderate,High,High
2025-02-19 06:45:00,Delhi,28.6139,77.209,68.0,161.0,22.8,31.3,0.19,21.9,8.56,84.11,140.86577181208054,Moderate,High,High
2025-02-19 07:00:00,Delhi,28.6139,77.209,68.0,153.0,23.0,31.3,0.09,22.5,8.56,84.11,135.5503355704698,Moderate,High,High
2025-02-19 07:15:00,Delhi,28.6139,77.209,59.0,145.0,21.7,31.9,0.1,23.6,8.56,84.11,130.23489932885906,Moderate,High,High
